iter	RMSE
741	42248.71702
742	42225.04362
743	42221.28313
744	42216.98197
745	42196.18164
746	42189.23666
747	42185.91396
748	42181.62931
749	42169.82733
750	42155.51559
751	42134.36722
752	42113.08196
753	42104.19681
754	42091.54888
755	42081.87734
756	42075.71255
757	42064.62455
758	42021.56935
759	42003.85746
760	42000.28034
761	41996.67104
762	41973.00651
763	41950.27822
764	41944.29291
765	41938.10317
766	41934.44394
767	41915.53305
768	41899.88866
769	41872.20104
770	41829.88925
771	41820.41007
772	41817.19121
773	41803.13754
774	41782.98269
775	41773.28745
776	41769.10779
777	41757.07323
778	41753.53127
779	41742.87644
780	41703.87935
781	41692.64883
782	41689.08837
783	41685.92244
784	41667.16617
785	41648.20039
786	41637.65271
787	41622.93568
788	41615.12668
789	41595.17404
790	41579.16169
791	41570.06768
792	41560.80707
793	41549.34793
794	41536.65352
795	41524.03808
796	41520.93681
797	41515.86402
798	41512.12861
799	41474.53462
800	41454.54803
801	41444.72904
802	41426.61559
803	41404.88144
804	41401.37525
805	41392.53362
806	41383.62749
807	41362.43774
808	41347.64792
809	41321.94681
810	41313.33483
811	41302.24633
812	41296.02166
813	41274.17877
814	41267.52167
815	41264.38316
816	41249.8213
817	41246.73454
818	41242.88416
819	41223.67069
820	41188.60832
821	41169.03954
822	41151.41703
823	41132.95122
824	41111.73799
825	41104.349
826	41089.84037
827	41074.68383
828	41050.54625
829	41021.78388
830	41007.22298
831	41003.96301
832	41000.85519
833	40997.89631
834	40988.67221
835	40979.9905
836	40961.72751
837	40942.43379
838	40933.84402
839	40925.45842
840	40912.38279
841	40902.85471
842	40897.80813
843	40887.94893
844	40871.39726
845	40850.7808
846	40842.4266
847	40839.35026
848	40832.55137
849	40824.0181
850	40804.38335
851	40786.4233
852	40783.39889
853	40766.28657
854	40746.89041
855	40744.00436
856	40737.83797
857	40734.56279
858	40728.98476
859	40726.1157
860	40717.98233
861	40715.22666
862	40697.80357
863	40694.60069
864	40681.80367
865	40675.97675
866	40654.11923
867	40619.58195
868	40611.55449
869	40583.66127
870	40562.88373
871	40549.67801
872	40544.50193
873	40541.29794
874	40533.37602
875	40531.41747
876	40528.45167
877	40510.03164
878	40499.43367
879	40480.45931
880	40466.73746
881	40450.72435
882	40431.80126
883	40428.35234
884	40406.19638
885	40395.96352
886	40393.23748
887	40375.97237
888	40370.21348
889	40357.59034
890	40345.76941
891	40343.08986
892	40333.7117
893	40316.95035
894	40314.32346
895	40306.61759
896	40283.08159
897	40277.49467
898	40274.51584
899	40271.93841
900	40260.64521
901	40257.87047
902	40229.77488
903	40221.90169
904	40219.32229
905	40213.70322
906	40211.01856
907	40208.12248
908	40205.67446
909	40194.42793
910	40178.96243
911	40175.19301
912	40162.89193
913	40154.18081
914	40145.59467
915	40135.24478
916	40120.78455
917	40113.34748
918	40108.01018
919	40091.83478
920	40088.1033
921	40070.87406
922	40060.61098
923	40052.99002
924	40032.55028
925	40026.54477
926	40015.91671
927	40002.08722
928	39991.29981
929	39971.40845
930	39958.67223
931	39955.82559
932	39929.49239
933	39926.66385
934	39913.35683
935	39908.44619
936	39895.50127
937	39883.41759
938	39864.36561
939	39847.41331
940	39844.92609
941	39828.4726
942	39801.79554
943	39786.53295
944	39781.30895
945	39776.18384
946	39758.41919
947	39725.39249
948	39721.34372
949	39718.8609
950	39716.21292
951	39710.82588
952	39700.78253
953	39685.67779
954	39672.11279
955	39654.98464
956	39646.95927
957	39639.60368
958	39634.29644
959	39629.07974
960	39626.33803
961	39614.75392
962	39609.16632
963	39606.46327
964	39604.10673
965	39593.15344
966	39568.94935
967	39563.87485
968	39550.59334
969	39541.99159
970	39531.06979
971	39514.56291
972	39507.51872
973	39498.96496
974	39496.56239
975	39478.45352
976	39462.61645
977	39457.7168
978	39450.96207
979	39448.58584
980	39437.38611
981	39417.78694
982	39413.27305
983	39398.84944
984	39377.07272
985	39374.62249
986	39353.16059
987	39344.00109
988	39340.89007
989	39320.34182
990	39310.56042
991	39303.64165
992	39284.36548
993	39272.07682
994	39254.27648
995	39251.43323
996	39236.97434
997	39227.41743
998	39225.03387
999	39218.25882
