iter	Passed	Remaining
0	0	416
1	0	309
2	0	265
3	0	246
4	1	235
5	1	226
6	1	220
7	1	216
8	1	214
9	2	217
10	2	215
11	2	214
12	2	213
13	3	215
14	3	215
15	3	215
16	3	214
17	3	213
18	4	217
19	4	215
20	4	214
21	4	213
22	5	215
23	5	217
24	5	216
25	6	225
26	6	224
27	6	223
28	6	223
29	6	221
30	7	220
31	7	218
32	7	217
33	7	215
34	7	214
35	7	212
36	8	211
37	8	210
38	8	210
39	8	209
40	8	208
41	9	206
42	9	205
43	9	204
44	9	203
45	9	204
46	10	203
47	10	202
48	10	202
49	10	201
50	10	200
51	10	199
52	11	199
53	11	199
54	11	198
55	11	198
56	11	197
57	12	196
58	12	195
59	12	195
60	12	194
61	12	193
62	13	198
63	13	198
64	13	197
65	13	198
66	14	197
67	14	197
68	14	197
69	14	197
70	15	197
71	15	196
72	15	195
73	15	195
74	15	194
75	15	194
76	16	194
77	16	194
78	16	194
79	16	194
80	17	193
81	17	193
82	17	192
83	17	192
84	17	192
85	18	192
86	18	192
87	18	191
88	18	191
89	23	238
90	24	244
91	24	243
92	24	242
93	25	241
94	25	240
95	25	239
96	25	238
97	25	237
98	25	236
99	26	235
100	26	234
101	26	233
102	26	232
103	26	231
104	27	230
105	27	230
106	27	229
107	27	228
108	27	227
109	27	226
110	28	225
111	28	224
112	28	226
113	29	225
114	29	225
115	29	224
116	29	223
117	30	224
118	30	223
119	30	222
120	30	221
121	30	221
122	30	220
123	31	219
124	31	218
125	31	218
126	31	217
127	31	216
128	32	216
129	32	215
130	32	214
131	32	214
132	32	213
133	32	212
134	33	212
135	33	211
136	33	210
137	33	209
138	33	209
139	33	208
140	34	207
141	34	207
142	34	206
143	34	206
144	34	206
145	35	205
146	35	205
147	35	204
148	35	204
149	35	203
150	36	204
151	36	204
152	36	203
153	37	203
154	37	203
155	37	202
156	37	202
157	37	202
158	38	201
159	38	201
160	38	200
161	38	200
162	38	200
163	39	199
164	39	199
165	39	198
166	39	198
167	39	197
168	40	197
169	40	197
170	40	196
171	40	196
172	41	196
173	41	195
174	41	195
175	46	215
176	46	215
