iter	Passed	Remaining
0	0	642
1	0	466
2	1	392
3	1	355
4	1	327
5	10	1746
6	19	2751
7	26	3239
8	26	2909
9	26	2636
10	26	2413
11	27	2225
12	27	2066
13	27	1930
14	27	1811
15	27	1708
16	28	1619
17	28	1539
18	28	1466
19	28	1401
20	28	1342
21	29	1294
22	29	1245
23	29	1200
24	29	1158
25	29	1119
26	30	1083
27	46	1618
28	46	1572
29	47	1525
30	47	1481
31	47	1439
32	47	1402
33	48	1367
34	48	1332
35	48	1298
36	48	1267
37	48	1238
38	49	1209
39	49	1183
40	49	1157
41	49	1132
42	49	1109
43	50	1087
44	50	1066
45	50	1046
46	50	1026
47	64	1273
48	64	1252
49	64	1231
50	65	1210
51	65	1189
52	65	1169
53	65	1150
54	65	1131
55	66	1114
56	66	1097
57	66	1079
58	66	1063
59	66	1047
60	74	1153
61	75	1137
62	75	1121
63	75	1106
64	75	1091
65	76	1076
66	76	1062
67	76	1048
68	76	1034
69	76	1021
70	77	1008
71	77	996
72	77	984
73	77	975
74	78	963
75	83	1013
76	83	1001
77	83	990
78	84	979
79	84	968
80	84	957
81	84	947
82	84	936
83	84	926
84	85	916
85	85	907
86	85	897
87	85	888
88	85	879
89	86	871
90	86	862
91	86	854
92	90	880
93	90	872
94	90	864
95	91	857
96	91	849
97	91	841
98	91	834
99	91	826
100	92	819
101	92	812
102	94	821
103	94	814
104	94	807
105	94	801
106	95	794
107	95	787
108	95	781
109	95	774
110	95	768
111	103	823
112	104	817
113	104	812
114	104	805
115	104	799
116	105	793
117	105	787
118	105	781
119	105	775
120	105	769
121	106	763
122	106	757
123	106	752
124	106	746
125	106	741
126	107	735
127	107	730
128	107	726
129	107	721
130	108	718
131	108	713
132	109	713
133	109	708
134	109	703
135	110	699
136	110	694
137	110	691
138	110	687
139	111	683
140	111	678
141	111	674
142	111	670
143	112	666
144	112	662
145	112	658
146	112	654
147	113	650
148	113	646
149	113	642
150	114	645
151	115	641
152	115	638
153	115	634
154	115	630
155	115	627
156	117	630
157	117	627
158	117	623
159	118	620
160	118	616
161	119	620
162	120	616
163	120	613
164	120	610
165	120	607
166	121	604
167	121	601
168	121	598
169	123	602
170	123	599
171	123	596
172	124	593
173	124	591
174	124	588
175	125	585
176	127	594
177	128	591
178	128	588
179	128	585
180	129	583
181	129	581
182	129	578
183	129	575
184	129	572
185	130	569
186	130	566
187	130	564
188	130	561
189	132	564
190	132	562
191	132	559
192	133	556
193	133	554
194	133	551
195	134	549
196	134	547
197	134	544
198	134	542
199	134	539
200	135	536
201	135	534
202	135	531
203	135	529
204	135	526
205	136	524
206	136	522
207	138	528
208	139	526
209	139	525
210	139	522
211	139	520
212	140	518
213	140	516
214	140	513
215	141	512
216	141	510
217	141	507
218	147	524
219	147	522
220	147	520
221	147	518
222	148	515
223	148	513
224	148	512
225	149	510
226	149	508
227	149	505
228	149	503
229	149	501
230	150	499
231	150	497
232	150	495
233	150	492
234	151	492
235	151	491
236	151	488
237	152	488
238	152	486
239	153	485
240	153	483
241	153	481
242	153	479
243	154	477
244	154	475
245	156	480
246	157	478
247	158	480
248	158	479
249	159	477
250	159	475
251	159	473
252	163	481
253	163	480
254	163	478
255	163	476
256	164	474
257	164	473
258	164	471
259	164	469
260	165	467
261	165	465
262	165	463
263	165	462
264	165	460
265	166	458
266	166	456
267	168	461
268	169	459
269	169	458
270	169	456
271	169	454
272	170	453
273	170	451
274	170	449
275	170	448
276	171	446
277	171	444
278	171	442
279	171	441
280	171	439
281	173	441
282	173	440
283	174	438
284	174	437
285	174	435
286	178	442
287	178	441
288	178	439
289	178	437
290	179	436
291	179	435
292	179	433
293	179	431
294	180	430
295	180	428
296	180	427
297	180	426
298	181	424
299	181	423
300	181	421
301	181	419
302	181	418
303	182	416
304	182	415
305	182	414
306	182	412
307	182	411
308	183	409
309	183	408
310	183	406
311	183	405
312	183	403
313	184	402
314	184	400
315	184	399
316	185	400
317	186	399
318	186	397
319	187	398
320	187	397
321	188	396
322	188	394
323	188	393
324	188	392
325	188	390
326	189	389
327	189	387
328	189	386
329	189	385
330	189	383
331	190	382
332	190	381
333	190	379
334	190	378
335	190	377
336	190	375
337	191	374
338	191	373
339	191	371
340	191	370
341	191	369
342	193	371
343	193	369
344	194	368
345	194	367
346	194	366
347	195	365
348	195	364
349	195	363
350	195	361
351	196	360
352	196	359
353	196	358
354	196	357
355	196	356
356	197	354
357	197	353
358	197	352
359	197	351
360	197	350
361	198	349
362	198	347
363	198	346
364	198	345
365	198	344
366	199	343
367	201	345
368	201	344
369	201	343
370	202	342
371	202	341
372	202	340
373	202	339
374	203	338
375	203	337
376	203	336
377	203	335
378	203	334
379	204	333
380	204	332
381	204	331
382	205	331
383	206	330
384	206	329
385	206	328
386	206	327
387	207	326
388	207	325
389	207	324
390	207	323
391	207	322
392	208	321
393	210	323
394	210	322
395	210	321
396	210	319
397	210	318
398	211	317
399	211	316
400	211	315
401	211	314
402	212	314
403	212	313
404	212	312
405	212	311
406	213	310
407	213	309
408	213	308
409	213	307
410	213	306
411	213	305
412	214	304
413	217	308
414	218	307
415	218	306
416	218	305
417	219	305
418	219	304
419	219	303
420	219	302
421	220	301
422	220	300
423	220	299
424	220	298
425	220	297
426	220	296
427	221	296
428	221	295
429	222	294
430	222	293
431	222	292
432	222	291
433	222	290
434	222	289
435	223	288
436	223	287
437	223	286
438	223	285
439	223	284
440	224	284
441	224	283
442	224	282
443	224	281
444	225	280
445	225	279
446	225	278
447	225	278
448	225	277
449	226	276
450	226	275
451	226	275
452	227	274
453	227	273
454	227	272
455	227	271
456	228	271
457	228	270
458	228	269
459	228	268
460	228	267
461	229	266
462	229	265
463	229	265
464	229	264
465	229	263
466	230	262
467	230	261
468	239	270
469	243	274
470	243	273
471	243	272
472	243	271
473	243	270
474	244	269
475	244	269
476	244	268
477	244	267
478	246	267
479	246	266
480	246	266
481	249	268
482	250	267
483	250	266
484	250	266
485	250	265
486	250	264
487	251	263
488	251	262
489	251	261
490	251	260
491	252	260
492	252	259
493	252	258
494	252	257
495	253	257
496	257	260
497	257	260
498	258	259
499	258	258
500	258	257
501	258	256
502	259	256
503	259	255
