iter	RMSE
0	317373.0753
1	308871.6851
2	300615.7172
3	292602.3687
4	284749.9861
5	276979.7314
6	269551.7589
7	262424.8225
8	255463.6099
9	248580.7562
10	242095.4728
11	235740.6954
12	229697.9562
13	223712.1497
14	218025.4351
15	212473.6141
16	207018.363
17	201699.6373
18	196640.3995
19	191758.9436
20	187020.0856
21	182329.4961
22	177872.3326
23	173568.7011
24	169268.9638
25	165145.3702
26	161263.1301
27	157466.0236
28	153752.4961
29	150165.6066
30	146708.903
31	143314.8807
32	140029.1548
33	136954.1761
34	133898.3868
35	130982.3906
36	128123.4659
37	125460.7869
38	122849.1777
39	120286.7665
40	117904.8358
41	115554.7855
42	113244.4901
43	110995.0376
44	108858.2322
45	106845.4916
46	104874.7927
47	103027.5386
48	101268.7765
49	99571.93465
50	97871.79093
51	96204.93887
52	94693.33614
53	93183.85444
54	91785.87038
55	90378.22917
56	89102.65959
57	87756.49221
58	86566.66474
59	85303.33357
60	84184.50433
61	83158.88197
62	82169.3472
63	81212.19577
64	80285.71863
65	79433.05357
66	78616.40305
67	77817.28887
68	77046.19698
69	76332.43545
70	75634.0746
71	74969.60651
72	74324.99869
73	73618.79315
74	72991.44966
75	72436.7135
76	71901.44653
77	71351.49171
78	70886.02698
79	70306.64982
80	69865.09087
81	69440.37229
82	68997.82835
83	68528.72069
84	68131.02023
85	67799.93465
86	67489.86815
87	67088.96744
88	66691.21674
89	66377.04567
90	66033.61527
91	65795.91781
92	65439.35575
93	65175.61416
94	64974.49053
95	64761.52436
96	64560.74696
97	64365.47883
98	64181.43715
99	63993.5221
100	63789.57785
101	63593.84622
102	63428.63287
103	63274.62465
104	63143.96226
105	62989.56004
106	62755.13603
107	62614.81146
108	62396.78338
109	62284.55919
110	62056.153
111	61826.11067
112	61722.69268
113	61634.21178
114	61532.90185
115	61437.18362
116	61317.94747
117	61126.8922
118	61058.48364
119	60888.66466
120	60795.9466
121	60634.34269
122	60464.96105
123	60399.70599
124	60300.31236
125	60187.62283
126	60042.92802
127	59936.08563
128	59833.43766
129	59779.16293
130	59708.72449
131	59610.91374
132	59517.89315
133	59404.8329
134	59358.10137
135	59319.67152
136	59237.20754
137	59106.10287
138	59027.51823
139	58930.17422
140	58855.1962
141	58735.64769
142	58658.643
143	58587.12145
144	58547.16972
145	58451.37161
146	58326.3389
147	58262.69208
148	58165.63664
149	58122.5955
150	58062.36997
151	58005.44118
152	57931.79506
153	57870.7252
154	57802.62717
155	57704.38432
156	57586.34878
157	57489.8478
158	57413.00197
159	57330.57254
160	57277.597
161	57229.8793
162	57160.80872
163	57049.9194
164	56956.38567
165	56909.8081
166	56860.32743
167	56755.50786
168	56697.0795
169	56639.12903
170	56526.83535
171	56459.21315
172	56399.90062
173	56343.26729
174	56240.76265
175	56193.77392
176	56151.47092
177	56060.59653
178	55986.85249
179	55917.87154
180	55896.31845
181	55833.53461
182	55800.49868
183	55776.44273
184	55749.04386
185	55714.9598
186	55673.69944
187	55620.48833
188	55575.91143
189	55548.43568
190	55515.065
191	55422.44862
192	55394.62591
193	55361.17485
194	55313.34691
195	55244.67259
196	55218.3699
197	55185.9973
198	55156.55517
199	55099.42648
200	55072.11185
201	55018.8564
202	54969.98566
203	54933.09526
204	54887.65513
205	54855.81709
206	54832.99475
207	54772.81774
208	54728.11833
209	54703.69088
210	54656.24243
211	54627.25986
212	54537.28154
213	54515.3407
214	54491.90602
215	54432.19317
216	54410.81051
217	54362.52121
218	54320.98506
219	54300.79904
220	54276.60276
221	54190.35676
222	54143.81787
223	54064.55203
224	54038.10388
225	53970.78272
226	53922.62061
227	53874.70849
228	53856.70749
229	53836.35616
230	53791.85974
231	53772.26732
232	53757.97131
233	53715.45278
234	53660.918
235	53626.11907
236	53586.57352
237	53546.4952
238	53482.54304
239	53458.54638
240	53412.58834
241	53387.51491
242	53349.88858
243	53302.90963
244	53285.36334
245	53241.94538
246	53219.05399
247	53200.2766
248	53174.66422
249	53158.2262
250	53105.5931
251	53061.86858
252	53011.48765
253	52963.37275
254	52945.33451
255	52927.51332
256	52903.81804
257	52842.01031
258	52821.29312
259	52809.66049
260	52750.40511
261	52704.23131
262	52688.32434
263	52644.8007
264	52622.76787
265	52603.57749
266	52555.55534
267	52509.97556
268	52467.76126
269	52428.81867
270	52413.56067
271	52391.95083
272	52346.68761
273	52305.39842
274	52280.321
275	52258.84462
276	52230.50438
277	52219.87716
278	52145.8049
279	52127.02507
280	52071.95442
281	52029.39874
282	51958.99379
283	51925.12196
284	51916.22877
285	51903.60967
286	51883.12135
287	51835.47641
288	51815.27588
289	51797.04186
290	51783.5653
291	51764.45593
292	51751.49814
293	51704.17375
294	51686.75245
295	51651.71317
296	51619.91218
297	51574.89821
298	51507.51739
299	51496.60107
300	51470.36968
301	51441.55621
302	51424.86056
303	51383.81285
304	51319.77898
305	51264.32387
306	51227.93235
307	51215.63179
308	51154.49901
309	51136.52499
310	51083.63391
311	51045.48442
312	51007.99676
313	50950.13028
314	50894.70754
315	50886.37038
316	50867.44808
317	50835.53601
318	50817.09662
319	50774.80257
320	50734.36663
321	50721.77309
322	50703.8817
323	50653.53115
324	50639.29575
325	50621.28897
326	50609.79915
327	50590.64954
328	50566.267
329	50548.69317
330	50531.93653
331	50513.63368
332	50496.93399
333	50457.56899
334	50423.76182
335	50380.59789
336	50353.86126
337	50302.09616
338	50261.302
339	50223.41842
340	50196.09989
341	50186.06031
342	50148.33137
343	50131.76061
344	50090.30392
345	50039.48489
346	50028.72798
347	50018.84728
348	50003.65642
349	49985.94476
350	49954.24017
351	49943.82349
352	49906.27257
353	49896.74115
354	49847.39866
355	49832.6723
356	49776.81404
357	49767.52277
358	49719.76777
359	49694.9342
360	49687.79075
361	49650.89533
362	49629.4974
363	49604.5231
364	49590.62164
365	49545.44669
366	49497.24174
367	49485.80153
368	49472.5473
369	49444.39259
370	49434.78443
371	49405.31104
372	49362.02501
373	49335.61793
374	49311.69876
375	49303.1535
376	49256.5486
377	49213.77928
378	49185.54658
379	49152.58202
380	49114.49858
381	49076.12898
382	49067.73538
383	49044.52502
384	49021.20135
385	48976.12519
386	48948.28067
387	48934.85531
388	48891.32099
389	48851.8691
390	48832.14219
391	48823.83873
392	48799.20416
393	48786.36455
394	48767.48954
395	48724.21762
396	48708.04036
397	48699.80727
398	48666.69237
399	48630.27493
400	48601.01008
401	48557.15459
402	48516.3941
403	48508.57374
404	48467.12473
405	48461.64287
406	48450.36428
407	48408.54109
408	48400.54987
409	48365.5166
410	48358.15596
411	48320.5546
412	48290.86932
413	48263.19134
414	48226.06327
415	48197.81927
416	48162.07628
417	48140.88405
418	48114.4281
419	48103.95937
420	48093.8048
421	48081.08277
422	48050.74778
423	48012.03424
424	47988.78442
425	47976.51695
426	47946.65429
427	47921.93966
428	47895.504
429	47855.84467
430	47845.79381
431	47830.77092
432	47793.78625
433	47759.52288
434	47732.76613
435	47725.29052
436	47695.90145
437	47666.60981
438	47641.15354
439	47613.09741
440	47595.96027
441	47590.36344
442	47583.05531
443	47573.39333
444	47536.05448
445	47526.67873
446	47501.12807
447	47481.37251
448	47476.04204
449	47469.31829
450	47456.54589
451	47449.98458
452	47441.26548
453	47414.67639
454	47406.27623
455	47398.1298
456	47379.81638
457	47373.73396
458	47339.23189
459	47327.13707
460	47293.90046
461	47282.1593
462	47257.61484
463	47238.79658
464	47230.80144
465	47195.55549
466	47159.06544
467	47153.19025
468	47145.52079
469	47120.01583
470	47112.63008
471	47091.30971
472	47073.46442
473	47067.86658
474	47034.55655
475	47031.41869
476	47004.12894
477	46998.74107
478	46991.83775
479	46967.41272
480	46931.41976
481	46915.96071
482	46913.0075
483	46906.27722
484	46871.0975
485	46853.39689
486	46821.84642
487	46800.30473
488	46774.64533
489	46748.3577
490	46724.80986
491	46719.7542
492	46702.58789
493	46670.93722
494	46655.2811
495	46623.97755
496	46591.59789
497	46561.79874
498	46537.52911
499	46517.35982
500	46483.69007
501	46453.90641
