iter	Passed	Remaining
620	125	76
621	125	76
622	125	75
623	125	75
624	125	75
625	125	75
626	126	75
627	126	74
628	126	74
629	126	74
630	126	74
631	127	73
632	127	73
633	127	73
634	127	73
635	127	73
636	127	72
637	128	72
638	128	72
639	128	72
640	128	71
641	128	71
642	128	71
643	129	71
644	129	71
645	129	70
646	129	70
647	129	70
648	129	70
649	130	70
650	130	69
651	130	69
652	130	69
653	130	69
654	131	69
655	131	68
656	131	68
657	131	68
658	131	68
659	131	67
660	132	67
661	132	67
662	132	67
663	132	67
664	132	66
665	132	66
666	133	66
667	133	66
668	134	66
669	134	66
670	134	66
671	134	65
672	135	65
673	135	65
674	135	65
675	135	64
676	135	64
677	135	64
678	136	64
679	136	64
680	136	63
681	136	63
682	136	63
683	136	63
684	137	63
685	137	62
686	137	62
687	137	62
688	137	62
689	137	61
690	138	61
691	138	61
692	138	61
693	138	61
694	145	63
695	145	63
696	145	63
697	145	63
698	148	63
699	148	63
700	148	63
701	149	63
702	149	63
703	149	62
704	149	62
705	149	62
706	150	62
707	150	61
708	150	61
709	150	61
710	150	61
711	150	61
712	151	60
713	151	60
714	151	60
715	151	60
716	151	59
717	151	59
718	152	59
719	152	59
720	152	59
721	152	58
722	152	58
723	153	58
724	153	58
725	153	57
726	153	57
727	153	57
728	154	57
729	154	57
730	154	56
731	154	56
732	154	56
733	154	56
734	155	55
735	155	55
736	155	55
737	155	55
738	155	55
739	155	54
740	156	54
741	156	54
742	156	54
743	156	53
744	156	53
745	157	53
746	157	53
747	157	53
748	157	52
749	157	52
750	157	52
751	158	52
752	158	51
753	158	51
754	158	51
755	158	51
756	163	52
757	163	52
758	163	52
759	164	51
760	164	51
761	164	51
762	165	51
763	165	51
764	165	50
765	165	50
766	165	50
767	165	50
768	166	49
769	166	49
770	166	49
771	166	49
772	166	48
773	167	48
774	167	48
775	167	48
776	167	48
777	167	47
778	167	47
779	168	47
780	168	47
781	168	46
782	168	46
783	168	46
784	168	46
785	169	46
786	169	45
787	169	45
788	169	45
789	169	45
790	170	44
791	170	44
792	170	44
793	170	44
794	170	44
795	170	43
796	171	43
797	171	43
798	171	43
799	171	42
800	171	42
801	171	42
802	172	42
803	172	42
804	172	41
805	172	41
806	172	41
807	173	41
808	173	40
809	173	40
810	173	40
811	173	40
812	174	40
813	174	39
814	174	39
815	174	39
816	175	39
817	175	38
818	175	38
819	175	38
820	175	38
821	175	38
822	176	37
823	176	37
824	176	37
825	176	37
826	181	37
827	184	38
828	184	38
829	185	37
830	190	38
831	190	38
832	190	38
833	190	37
834	191	37
835	191	37
836	198	38
837	198	38
838	198	38
839	199	37
840	199	37
841	199	37
842	209	38
843	209	38
844	209	38
845	210	38
846	210	37
847	210	37
848	221	39
849	221	39
850	221	38
851	221	38
852	221	38
853	222	37
854	222	37
855	230	38
856	231	38
857	231	38
858	231	38
859	231	37
860	231	37
861	232	37
862	240	38
863	241	37
864	241	37
865	241	37
866	241	37
867	242	36
868	253	38
869	253	37
870	253	37
871	253	37
872	253	36
873	254	36
874	254	36
875	265	37
876	265	37
877	265	36
878	265	36
879	265	36
880	266	35
881	266	35
882	279	37
883	280	36
884	280	36
885	280	36
886	280	35
887	280	35
888	280	35
889	288	35
890	289	35
891	289	35
892	289	34
893	289	34
894	290	34
895	298	34
896	298	34
897	299	33
898	299	33
899	299	33
900	299	32
901	299	32
902	307	33
903	308	32
904	308	32
905	313	32
906	313	32
907	313	32
908	313	31
909	314	31
910	314	30
911	314	30
912	314	30
913	325	30
914	326	30
915	326	29
916	326	29
917	326	29
918	340	30
919	341	29
920	341	29
921	341	28
922	341	28
923	341	28
924	349	28
925	352	28
926	353	27
927	354	27
928	360	27
929	361	27
930	361	26
931	362	26
932	362	26
933	362	25
934	369	25
935	369	25
936	370	24
937	370	24
938	370	24
939	370	23
940	370	23
941	380	23
942	380	23
943	381	22
944	381	22
945	382	21
946	382	21
947	391	21
948	391	21
949	391	20
950	392	20
951	392	19
952	392	19
953	392	18
954	402	18
955	402	18
956	402	18
957	402	17
958	403	17
959	403	16
960	403	16
961	414	16
962	414	15
963	414	15
964	415	15
965	415	14
966	415	14
967	415	13
968	424	13
969	425	13
970	425	12
971	425	12
972	425	11
973	425	11
974	425	10
975	426	10
976	435	10
977	435	9
978	435	9
979	436	8
980	436	8
981	436	8
982	436	7
983	445	7
984	445	6
985	445	6
986	445	5
987	445	5
988	446	4
989	446	4
990	456	4
991	456	3
992	468	3
993	468	2
994	468	2
995	468	1
996	469	1
997	469	0
998	469	0
999	479	0
