iter	Passed	Remaining
286	58	144
287	58	144
288	58	143
289	58	143
290	58	143
291	59	143
292	59	142
293	59	142
294	59	142
295	59	142
296	59	141
297	60	143
298	60	142
299	61	142
300	61	142
301	61	142
302	61	141
303	61	141
304	61	141
305	62	140
306	62	140
307	62	140
308	62	140
309	62	139
310	63	139
311	63	139
312	63	139
313	63	138
314	63	138
315	63	138
316	64	138
317	64	137
318	64	137
319	64	137
320	64	137
321	64	136
322	65	136
323	65	136
324	65	136
325	65	135
326	65	135
327	66	135
328	66	135
329	66	134
330	66	134
331	66	134
332	67	134
333	67	133
334	67	133
335	67	133
336	67	133
337	68	133
338	68	132
339	68	132
340	68	132
341	68	132
342	68	131
343	69	131
344	69	131
345	69	131
346	69	130
347	69	130
348	69	130
349	70	130
350	70	129
351	70	129
352	70	129
353	70	129
354	71	129
355	71	128
356	71	128
357	71	128
358	71	128
359	71	127
360	72	127
361	72	127
362	72	126
363	72	126
364	72	126
365	72	126
366	73	125
367	73	125
368	73	125
369	73	125
370	73	124
371	73	124
372	73	124
373	74	124
374	74	123
375	74	123
376	74	123
377	75	123
378	75	123
379	75	123
380	75	122
381	75	122
382	75	122
383	76	122
384	76	121
385	76	121
386	76	121
387	76	121
388	76	120
389	77	120
390	77	120
391	77	120
392	77	120
393	78	119
394	78	119
395	78	119
396	78	119
397	78	118
398	78	118
399	78	118
400	79	118
401	79	117
402	79	117
403	79	117
404	79	117
405	79	116
406	79	116
407	80	116
408	80	115
409	80	115
410	80	115
411	80	115
412	80	114
413	81	114
414	81	114
415	81	115
416	82	115
417	82	115
418	83	115
419	83	114
420	83	114
421	83	114
422	83	114
423	83	114
424	84	113
425	84	113
426	84	113
427	84	113
428	84	112
429	84	112
430	85	112
431	85	112
432	85	111
433	85	111
434	85	111
435	85	111
436	86	110
437	86	110
438	86	110
439	86	110
440	86	109
441	86	109
442	87	109
443	87	109
444	87	109
445	87	108
446	87	108
447	87	108
448	87	107
449	88	107
450	88	107
451	88	107
452	88	107
453	88	106
454	88	106
455	89	106
456	89	106
457	89	105
458	89	105
459	89	105
460	89	105
461	90	104
462	90	104
463	90	104
464	90	104
465	90	103
466	90	103
467	90	103
468	91	103
469	91	102
470	91	102
471	91	102
472	91	102
473	91	101
474	92	101
475	92	101
476	92	101
477	92	101
478	92	100
479	92	100
480	93	100
481	93	100
482	93	99
483	93	99
484	93	99
485	93	99
486	94	99
487	94	98
488	94	98
489	94	98
490	94	98
491	95	98
492	95	97
493	95	97
494	95	97
495	95	97
496	95	96
497	95	96
498	96	96
499	96	96
500	96	96
501	96	95
502	96	95
503	97	95
504	97	95
505	97	95
506	97	94
507	97	94
508	98	94
509	98	94
510	98	94
511	98	94
512	98	93
513	99	93
514	99	93
515	99	93
516	99	93
517	99	92
518	99	92
519	100	92
520	100	92
521	100	91
522	100	91
523	100	91
524	100	91
525	101	91
526	101	90
527	101	90
528	101	90
529	101	90
530	101	89
531	101	89
532	102	89
533	102	89
534	102	89
535	102	88
536	102	88
537	102	88
538	103	88
539	103	87
540	103	87
541	103	87
542	103	87
543	103	87
544	104	86
545	104	86
546	104	86
547	104	86
548	104	86
549	104	85
550	105	85
551	105	85
552	105	85
553	105	85
554	105	84
555	106	84
556	106	84
557	106	84
558	106	84
559	106	84
560	107	83
561	107	83
562	107	83
563	107	83
564	107	82
565	107	82
566	108	82
567	108	82
568	108	82
569	108	81
570	108	81
571	109	81
572	109	81
573	109	81
574	109	80
575	109	80
576	109	80
577	110	80
578	110	80
579	110	79
580	110	79
581	110	79
582	110	79
583	110	78
584	111	78
585	111	78
586	111	78
587	111	78
588	111	77
589	111	77
590	112	77
591	112	77
592	112	77
593	112	77
594	112	76
595	113	76
596	113	76
597	113	76
598	113	75
599	113	75
600	113	75
601	113	75
602	113	75
603	114	74
604	114	74
605	114	74
606	114	74
607	114	74
608	115	73
609	115	73
610	115	73
611	115	73
612	115	73
613	115	72
614	115	72
615	116	72
616	116	72
617	116	72
618	116	71
619	116	71
620	117	71
621	117	71
622	117	71
623	117	70
624	117	70
625	117	70
626	118	70
627	118	69
628	118	69
629	118	69
630	118	69
631	118	69
632	118	68
633	119	68
634	119	68
635	119	68
636	119	68
637	119	68
638	120	67
639	120	67
640	120	67
641	120	67
642	120	66
643	120	66
644	121	66
645	121	66
646	122	66
647	122	66
648	122	66
649	122	65
650	122	65
651	122	65
652	122	65
653	123	65
654	123	64
655	123	64
656	123	64
657	123	64
658	123	64
659	124	63
660	124	63
661	124	63
662	124	63
663	124	63
664	124	62
665	124	62
666	124	62
667	125	62
668	125	61
669	125	61
670	125	61
671	125	61
672	125	61
673	126	60
674	126	60
675	126	60
676	126	60
677	126	60
678	126	59
679	126	59
680	127	59
681	127	59
682	127	59
683	127	58
684	127	58
685	127	58
686	128	58
687	128	58
688	129	58
689	129	58
690	129	57
691	129	57
692	129	57
693	129	57
694	129	57
695	130	56
696	130	56
697	130	56
698	130	56
699	130	56
700	130	55
701	131	55
702	131	55
703	131	55
704	131	54
705	131	54
706	131	54
707	131	54
708	132	54
709	132	53
710	132	53
711	132	53
712	132	53
713	132	53
714	132	53
715	133	52
716	133	52
717	133	52
718	133	52
719	133	52
720	133	51
721	134	51
722	134	51
723	134	51
724	134	50
725	134	50
726	134	50
727	134	50
728	135	50
729	135	49
730	135	49
731	135	49
732	135	49
733	135	49
734	135	49
735	136	48
736	136	48
737	136	48
738	136	48
739	136	48
740	136	47
741	136	47
742	137	47
743	137	47
744	137	47
745	137	46
746	137	46
747	137	46
748	137	46
749	137	45
750	138	45
751	138	45
752	138	45
753	138	45
754	138	45
755	139	44
756	139	44
757	139	44
758	139	44
759	139	44
760	139	43
761	140	43
762	140	43
763	140	43
764	140	43
765	140	42
766	140	42
767	140	42
768	141	42
769	141	42
770	141	41
771	141	41
772	141	41
773	141	41
774	141	41
775	142	41
776	142	40
777	142	40
778	142	40
779	142	40
780	143	40
781	143	39
782	143	39
783	143	39
784	143	39
785	143	39
786	143	38
787	144	38
788	144	38
789	144	38
790	144	38
791	144	38
792	144	37
793	145	37
794	145	37
795	145	37
796	145	37
797	145	36
798	145	36
799	146	36
800	146	36
801	146	36
802	146	35
803	146	35
804	147	35
805	147	35
806	147	35
807	147	35
808	147	34
809	148	34
810	148	34
811	148	34
812	148	34
813	148	33
814	148	33
815	149	33
816	149	33
817	149	33
818	149	33
819	149	32
820	149	32
821	149	32
822	150	32
823	150	32
824	150	31
825	150	31
826	150	31
827	150	31
828	151	31
829	151	30
830	151	30
831	151	30
832	151	30
833	151	30
834	151	30
835	152	29
836	152	29
837	152	29
838	152	29
839	152	29
840	152	28
841	153	28
842	153	28
843	153	28
844	153	28
845	154	28
846	154	27
847	154	27
848	154	27
849	155	27
850	155	27
851	155	27
852	155	26
853	155	26
854	156	26
855	156	26
856	156	26
857	156	25
858	156	25
859	156	25
860	156	25
861	157	25
862	157	24
863	157	24
864	157	24
865	157	24
866	157	24
867	157	24
868	158	23
869	158	23
870	158	23
871	158	23
872	158	23
873	158	22
874	158	22
875	159	22
876	159	22
877	159	22
878	159	21
879	159	21
880	159	21
881	159	21
882	160	21
883	160	21
884	160	20
885	160	20
886	160	20
887	160	20
888	160	20
889	160	19
890	161	19
891	161	19
892	161	19
893	161	19
894	161	18
895	161	18
896	162	18
897	162	18
898	162	18
899	162	18
900	162	17
901	162	17
902	162	17
903	163	17
904	163	17
905	163	16
906	163	16
907	163	16
908	163	16
909	164	16
910	164	16
911	164	15
912	164	15
913	164	15
914	164	15
915	164	15
916	165	14
917	165	14
918	165	14
919	165	14
920	165	14
921	165	14
922	166	13
923	166	13
924	166	13
925	166	13
926	166	13
927	166	12
928	166	12
929	167	12
930	167	12
931	167	12
932	167	12
933	167	11
934	167	11
935	168	11
936	168	11
937	168	11
938	168	10
939	168	10
940	168	10
941	168	10
942	168	10
943	169	10
944	169	9
945	169	9
946	169	9
947	169	9
948	169	9
949	170	8
950	170	8
951	170	8
952	170	8
953	170	8
954	170	8
955	171	7
956	171	7
957	171	7
958	171	7
959	171	7
960	171	6
961	172	6
962	172	6
963	172	6
964	172	6
965	172	6
966	172	5
967	172	5
968	173	5
969	173	5
970	173	5
971	173	4
972	173	4
973	173	4
974	173	4
975	174	4
976	174	4
977	174	3
978	174	3
979	174	3
980	175	3
981	175	3
982	176	3
983	176	2
984	176	2
985	176	2
986	176	2
987	176	2
988	177	1
989	177	1
990	177	1
991	177	1
992	177	1
993	177	1
994	177	0
995	178	0
996	178	0
997	178	0
998	178	0
999	178	0
