iter	RMSE
129	57299.81188
130	57211.33026
131	57140.47562
132	57028.91286
133	56916.46267
134	56868.80253
135	56789.32104
136	56719.47342
137	56656.04144
138	56595.82332
139	56549.45929
140	56475.18828
141	56413.30936
142	56329.95391
143	56270.49696
144	56201.81786
145	56114.23513
146	55969.46767
147	55905.84529
148	55835.88564
149	55783.75655
150	55706.82595
151	55649.89851
152	55576.75654
153	55509.6607
154	55375.55448
155	55316.16997
156	55209.90291
157	55135.95742
158	55097.69882
159	55049.41547
160	54983.83992
161	54930.86027
162	54863.36701
163	54743.01398
164	54666.49199
165	54607.64911
166	54586.94721
167	54542.84664
168	54462.54723
169	54391.43935
170	54299.59074
171	54246.56849
172	54191.98481
173	54105.92777
174	54077.85244
175	54023.53771
176	53977.72239
177	53868.92127
178	53821.18134
179	53773.82645
180	53749.60249
181	53698.65972
182	53655.99156
183	53615.17878
184	53559.7867
185	53491.92354
186	53444.77165
187	53420.35211
188	53370.47031
189	53317.16974
190	53241.31725
191	53160.24544
192	53113.93072
193	53079.74977
194	53002.0052
195	52958.41422
196	52927.85726
197	52878.64197
198	52851.31906
199	52806.01811
200	52757.89221
201	52689.88779
202	52664.46901
203	52593.07347
204	52521.37019
205	52437.14117
206	52414.64564
207	52369.30961
208	52310.23885
209	52266.63946
210	52225.06258
211	52204.48524
212	52161.25339
213	52127.75756
214	52099.69647
215	52071.72626
216	52042.59046
217	52023.7011
218	51982.67416
219	51927.58512
220	51907.94919
221	51877.93567
222	51844.25554
223	51794.78276
224	51735.65151
225	51712.24529
226	51693.06714
227	51664.32004
228	51636.36827
229	51596.65983
230	51553.48268
231	51532.73465
232	51467.88263
233	51429.58782
234	51379.21275
235	51329.63683
236	51289.92001
237	51248.34334
238	51197.70293
239	51115.77214
240	51053.86315
241	51006.47675
242	50928.40325
243	50890.92366
244	50837.72305
245	50812.12888
246	50780.61402
247	50716.11022
248	50696.74294
249	50635.55113
250	50586.38724
251	50551.58538
252	50540.76299
253	50486.11952
254	50444.16506
255	50383.84352
256	50360.59066
257	50301.84218
258	50268.53991
259	50194.17985
260	50175.99865
261	50154.04555
262	50133.04197
263	50093.0651
264	50021.90948
265	49954.01147
266	49931.38521
267	49915.0895
268	49872.32817
269	49807.65578
270	49786.82599
271	49773.42839
272	49756.56028
273	49715.79333
274	49654.10734
275	49604.19023
276	49549.17301
277	49513.2563
278	49480.00959
279	49464.27964
280	49446.80026
281	49385.52997
282	49331.35906
283	49303.0194
284	49265.10265
285	49223.7702
286	49166.60043
287	49115.21486
288	49066.61072
289	49018.46439
290	48998.93384
291	48978.40865
292	48921.04804
293	48905.80876
294	48851.60226
295	48805.10573
296	48794.63959
297	48766.76267
298	48733.4544
299	48720.66695
300	48689.11336
301	48652.35306
302	48600.62368
303	48585.31005
304	48567.62652
305	48523.57759
306	48511.2449
307	48456.79472
308	48411.25807
309	48358.01185
310	48315.15951
311	48293.44647
312	48260.20444
313	48256.17641
314	48229.7018
315	48212.64214
316	48200.57815
317	48148.54
318	48099.09473
319	48057.07137
320	48020.1914
321	47995.30348
322	47983.10522
323	47952.89731
324	47922.25403
325	47910.32806
326	47881.31178
327	47857.29511
328	47810.40866
329	47799.83358
330	47775.74165
331	47747.66835
332	47733.89106
333	47711.24916
334	47699.87446
335	47653.98559
336	47614.40345
337	47596.42159
338	47559.34509
339	47532.13426
340	47490.8865
341	47486.59171
342	47469.93725
343	47452.97437
344	47430.39034
345	47415.97798
346	47384.81911
347	47368.46126
348	47355.19463
349	47333.55488
350	47322.11008
351	47309.26504
352	47269.72357
353	47237.59269
354	47214.1663
355	47171.43568
356	47144.37262
357	47122.16539
358	47110.97946
359	47089.76038
360	47045.27273
361	47019.18548
362	47008.26489
363	46974.85495
364	46971.36948
365	46922.39688
366	46911.72596
367	46868.69933
368	46839.16678
369	46804.88673
370	46794.38859
371	46774.08965
372	46742.89222
373	46710.83141
374	46699.07189
375	46660.63618
376	46614.65981
377	46582.03726
378	46550.93814
379	46536.36346
380	46500.44206
381	46467.35722
382	46443.07301
383	46394.19706
384	46383.76812
385	46358.83736
386	46327.6589
387	46322.31551
388	46282.99178
389	46254.35017
390	46221.99836
391	46203.12599
392	46175.995
393	46164.9489
394	46133.03427
395	46094.19331
396	46090.46353
397	46079.89787
398	46032.81572
399	45990.70566
400	45968.59226
401	45942.15731
402	45911.86195
403	45902.33915
404	45873.06887
405	45833.22253
406	45821.91075
407	45783.87955
408	45755.66457
409	45728.42498
410	45695.16873
411	45662.03252
412	45652.76573
413	45642.23586
414	45610.92812
415	45591.78991
416	45566.18108
417	45540.46833
418	45513.44616
419	45510.2726
420	45481.40332
421	45478.29638
422	45458.78148
423	45433.89204
424	45421.65729
425	45388.69406
426	45379.50683
427	45358.05482
428	45312.49669
429	45294.64318
430	45256.91293
431	45239.54849
432	45201.3201
433	45174.73338
434	45145.54603
435	45120.15005
436	45090.08672
437	45053.7048
438	45019.11202
439	44986.79982
440	44976.62679
441	44967.0418
442	44943.2394
443	44916.53497
444	44894.13662
445	44875.99326
446	44843.06317
447	44828.57123
448	44810.87301
449	44782.94294
450	44746.57303
451	44719.74368
452	44692.06999
453	44674.23223
454	44646.24887
455	44606.21073
456	44567.54909
457	44544.9837
458	44519.63995
459	44490.40546
460	44458.98932
461	44435.95412
462	44412.87191
463	44402.27688
464	44397.54912
465	44373.32633
466	44357.27031
467	44348.31229
468	44339.61092
469	44324.2141
470	44315.6965
471	44308.0218
472	44299.83541
473	44286.0387
474	44277.46423
475	44269.21918
476	44265.90833
477	44262.66941
478	44230.16777
479	44208.59842
480	44190.24146
481	44157.93717
482	44131.78492
483	44115.01228
484	44095.44641
485	44087.50467
486	44051.33101
487	44045.94102
488	44036.29504
489	44019.90602
490	44000.8687
491	43983.24967
492	43975.51235
493	43940.25084
494	43920.14959
495	43901.18011
496	43891.98361
497	43863.24046
498	43834.92053
499	43816.63866
500	43792.56104
501	43783.43995
502	43763.24614
503	43755.44349
504	43747.95922
505	43728.8112
506	43725.80577
507	43716.75379
508	43683.59043
509	43648.54802
510	43629.27368
511	43603.6613
512	43584.39906
513	43576.44745
514	43559.05872
515	43547.28672
516	43539.49514
517	43531.0458
518	43507.01528
519	43482.80082
520	43479.70753
521	43463.43489
522	43450.531
523	43434.87407
524	43418.34654
525	43403.43076
526	43383.42554
527	43349.60495
528	43344.89488
529	43324.09416
530	43318.31778
531	43310.68378
532	43307.72522
533	43282.5827
534	43264.62813
535	43248.17335
536	43230.31367
537	43202.07624
538	43184.11429
539	43171.47967
540	43168.58117
541	43139.74309
542	43107.81704
543	43074.17591
544	43053.7149
545	43045.45143
546	43042.76546
547	43025.12843
548	43022.39587
549	43007.73296
550	42993.96269
551	42977.07848
552	42960.10045
553	42933.34399
554	42909.85416
555	42892.43868
556	42889.73123
557	42873.4353
558	42858.13102
559	42849.13006
560	42832.29216
561	42804.88432
562	42787.94115
563	42775.36126
564	42768.2656
565	42745.08508
566	42741.8848
567	42710.45822
568	42683.12455
569	42660.62437
570	42658.87406
571	42644.70582
572	42631.95454
573	42601.37673
574	42596.40602
575	42588.12497
576	42559.44112
577	42540.53535
578	42522.3843
579	42510.48227
580	42502.19101
581	42486.60974
582	42457.58488
583	42441.7433
584	42417.19628
585	42405.85971
586	42397.87472
587	42368.50449
588	42352.86711
589	42327.43963
590	42310.59171
591	42305.4606
592	42283.90403
593	42268.69196
594	42244.90186
595	42231.70388
596	42216.87579
597	42189.38735
598	42173.62847
599	42166.5775
600	42146.70102
601	42140.71934
602	42138.09551
603	42114.21735
604	42086.02062
605	42078.27296
606	42053.42044
607	42031.46578
608	42016.27287
609	41992.11718
610	41980.74955
611	41966.40441
612	41963.59838
613	41949.38423
614	41932.94062
615	41905.77263
616	41892.64407
617	41866.36441
618	41841.1412
619	41814.36833
620	41807.12619
621	41793.43446
622	41765.5566
623	41746.05289
624	41722.24034
625	41712.18975
626	41698.25424
627	41670.2755
628	41655.47877
629	41642.12023
630	41617.50011
631	41605.0287
632	41597.82161
633	41587.70085
634	41574.71644
635	41549.3173
636	41535.2213
637	41532.45718
638	41529.91854
639	41523.18496
640	41520.7565
641	41497.56675
642	41493.28741
643	41486.10823
644	41475.59978
645	41456.73236
646	41444.27551
647	41437.62326
648	41430.59325
649	41428.19709
650	41407.9666
651	41401.46215
652	41394.58099
653	41382.46784
654	41368.33452
655	41346.23195
656	41311.63166
657	41299.8674
658	41277.70462
659	41265.84036
660	41242.64995
661	41225.08316
662	41218.69684
663	41207.42226
664	41192.0915
665	41180.83656
666	41179.03734
667	41160.48656
668	41147.5801
669	41140.88865
670	41130.48557
671	41103.56955
672	41097.16252
673	41076.39859
674	41058.09243
675	41041.82969
676	41023.78771
677	41012.2927
678	40993.81688
679	40991.19991
680	40987.48876
681	40972.7405
682	40955.04079
683	40945.57407
684	40925.19517
685	40909.44852
686	40907.7217
687	40883.14858
688	40868.21407
689	40845.25811
690	40840.95014
691	40834.70854
692	40829.97592
693	40826.27968
694	40812.62375
695	40788.67477
696	40784.49973
697	40770.84015
698	40759.92515
699	40748.89462
700	40746.32478
701	40733.26085
702	40719.11867
703	40704.35034
704	40698.96241
705	40676.7997
706	40673.68541
707	40669.02325
708	40663.02921
709	40657.2974
710	40644.18455
711	40639.33434
712	40624.05857
713	40601.84177
714	40590.80656
715	40588.31659
716	40572.25913
717	40561.17071
718	40536.90263
719	40531.48755
720	40512.51726
721	40501.84134
722	40489.63496
723	40484.38151
724	40469.21078
725	40466.83362
726	40462.67358
727	40451.9778
728	40430.65407
729	40415.6625
730	40409.60648
731	40404.61506
732	40387.40157
733	40373.00933
734	40368.43319
735	40348.79421
736	40343.7296
737	40332.40345
738	40326.26621
739	40306.09349
740	40299.4849
741	40289.08728
742	40259.91441
743	40252.33917
744	40224.95857
745	40201.79284
746	40200.35914
747	40190.20428
748	40173.91653
749	40156.08088
750	40144.16519
751	40135.91288
752	40122.89778
753	40120.60012
754	40101.40702
755	40091.72915
756	40086.99663
757	40064.08755
758	40061.89411
759	40051.63252
760	40046.72234
761	40036.40293
762	40023.91397
763	40003.04197
764	39998.44215
765	39978.93367
766	39968.96687
767	39959.22023
768	39941.0202
769	39931.59529
770	39906.20029
771	39888.03773
772	39885.83471
773	39873.07619
774	39863.9947
775	39846.65336
776	39844.49024
777	39832.98927
778	39814.00662
779	39802.24098
780	39781.06539
781	39755.19412
782	39741.56216
783	39730.13329
784	39703.53172
785	39671.77832
786	39666.8313
787	39661.17943
788	39637.36635
789	39635.24417
790	39614.3033
791	39595.23213
792	39576.97702
793	39546.40907
794	39529.1766
795	39524.43915
796	39520.09686
797	39502.61525
798	39481.26196
799	39471.67486
800	39467.2578
801	39449.54801
802	39438.75037
803	39435.6328
804	39416.27887
805	39401.68549
806	39397.19246
807	39383.74834
808	39358.07075
809	39334.79469
810	39323.16558
811	39314.0139
812	39300.20333
813	39288.95695
814	39270.67334
815	39254.01607
816	39242.41056
817	39233.81385
818	39225.88185
819	39210.11069
820	39188.63426
821	39168.38583
822	39141.08409
823	39125.36977
824	39111.01123
825	39100.78241
826	39091.76753
827	39069.89666
828	39063.57529
829	39054.80018
830	39047.01225
831	39024.74428
832	39021.82426
833	39011.61444
834	39002.48644
835	38991.9573
836	38985.78117
837	38974.42916
838	38970.30994
839	38960.81578
840	38949.63891
841	38941.52214
842	38938.66329
843	38917.90063
844	38899.22771
845	38881.53301
846	38873.80215
847	38856.93787
848	38848.62029
849	38823.56842
850	38807.74859
851	38792.08898
852	38788.07789
853	38768.30232
854	38764.31692
855	38760.57846
856	38752.48413
857	38744.33993
858	38729.26698
859	38727.18052
860	38702.92998
861	38686.45424
862	38672.56081
863	38663.92398
864	38648.62276
865	38624.42076
866	38597.03534
867	38592.97193
868	38583.55094
869	38567.63329
870	38560.11294
871	38552.76149
872	38543.33805
873	38528.47115
874	38526.11352
875	38510.84115
876	38502.75378
877	38494.88779
878	38486.4932
879	38476.70495
880	38469.6911
881	38446.68346
882	38427.87207
883	38426.55581
884	38401.01984
885	38390.07563
886	38381.83542
887	38359.60162
888	38356.63214
889	38341.90137
890	38338.19909
891	38337.17049
892	38325.06144
893	38316.58091
894	38299.12273
895	38290.99573
896	38272.1542
897	38267.92947
898	38253.85448
899	38232.00435
900	38214.01816
901	38210.25072
902	38187.09998
903	38177.30858
904	38173.83106
905	38160.32424
906	38143.99251
907	38130.93273
908	38112.28877
909	38104.52317
910	38095.17516
911	38073.27289
912	38058.93103
913	38045.78174
914	38043.87967
915	38019.71048
916	38008.78519
917	38002.69097
918	37999.40554
919	37987.04192
920	37977.57875
921	37975.69
922	37974.80481
923	37965.32356
924	37961.51851
925	37940.19876
926	37935.83621
927	37927.33872
928	37926.36613
929	37925.64764
930	37907.57815
931	37899.60543
932	37882.45618
933	37873.36443
934	37871.32928
935	37868.26237
936	37852.36086
937	37850.50848
938	37844.13064
939	37832.92853
940	37824.86798
941	37812.93883
942	37791.8527
943	37781.34782
944	37774.19412
945	37753.18816
946	37738.10845
947	37717.8803
948	37697.72454
949	37695.76938
950	37692.17215
951	37668.28502
952	37664.25166
953	37645.57146
954	37637.95923
955	37636.25579
956	37627.9857
957	37621.34698
958	37616.36877
959	37614.71407
960	37607.35555
961	37588.22123
962	37577.37207
963	37565.37393
964	37556.94511
965	37550.94959
966	37544.58652
967	37522.56214
968	37512.16167
969	37498.47121
970	37478.11493
971	37456.56007
972	37448.29578
973	37428.3097
974	37412.50716
975	37402.26753
976	37395.10864
977	37389.99188
978	37382.62246
979	37367.78724
980	37352.06757
981	37338.9992
982	37326.42282
983	37314.22682
984	37297.43297
985	37290.29438
986	37280.64512
987	37262.84918
988	37243.45341
989	37222.06823
990	37213.87096
991	37198.94073
992	37181.90357
993	37169.30267
994	37156.70528
995	37147.81765
996	37123.24462
997	37121.61761
998	37119.24209
999	37112.08196
